Series,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.5549,23.97717,22.87876,24.94888,24.83763,24.27712,27.7009,27.87988,29.45261,31.35278,29.68753,30.59222,..,..,32.22647,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,18.98797,..,..,..,23.40577,..,..,..,34.91977,..,24.80375,..,..,25.85263,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,49.15845,..,..,..,..,..,52.1582,51.80808,51.15534,50.92143,50.71903,50.5884,50.00071,..,50.02795,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Portugal,PRT,..,..,..,..,..,..,..,..,7.14131,7.62428,7.75184,8.1191,8.32531,8.95816,9.02044,9.95593,10.38424,10.05174,10.05683,11.03657,12.07864,13.1996,14.30776,15.08217,15.6472,15.61811,16.05252,16.98553,17.12185,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Puerto Rico,PRI,34.11643,..,..,..,..,..,..,..,..,..,34.24218,..,..,..,..,32.61373,33.07498,33.31922,32.33214,..,..,23.84849,36.27577,..,..,..,..,26.50432,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.16757,..,..,20.87007,19.13366,18.52632,13.21583,18.61703,18.89655,16.58919,17.80116,..,18.48392,19.04773,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,34.21789,..,..,..,..,44.13339,44.16088,43.38392,42.80763,42.98182,43.62812,43.74759,40.96179,41.81806,43.68974,44.80216,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,29.20868,..,..,..,..,..,..,..,19.197,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.77742,..,4.10747,..,..,..,4.75986,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,53.40083,..,..,..,..,..,..,..,..,..,59.41599,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.62061,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.71159,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,14.03631,..,..,..,12.80909,..,..,..,..,..,..,..,..,21.02869,..,..,..,21.80297,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.14636,..,..,..,..,1.64703,..,2.61679,..,..,..,0.45448,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.34275,41.61612,41.08623,42.37636,..,42.78508,44.4916633782915,44.39979,44.08659,44.34548,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,37.08977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Singapore,SGP,6.78228,..,..,..,..,11.96957,..,..,..,..,..,..,..,..,..,21.56538,23.42871,23.45669,24.34549,23.22,20.11418,21.08844,20.6261,20.16384,20.06889,20.33591,19.30317,18.31366,19.03619,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,31.69293,..,..,..,..,..,..,..,..,..,57.59922,62.62867,62.73939,60.85613,60.82424,61.77156,58.76581,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.28365,48.63741,49.54008,48.50065,48.51521,48.89754,49.17545,48.53979,48.121,48.04046,47.34177,47.37516,46.75463,46.74538,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,16.92628,35.44324,36.81173,37.86683,38.20433,38.93413,39.65017,39.68015,42.92883,43.92467,45.18661,46.24451,..,47.44933,47.05234,..,46.69228,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.28281,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.73807,16.0834,17.04141,17.25849,17.63633,17.68896,17.70875,18.2257,18.18655,..,17.64911,17.77514,18.14203,..,18.93799,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,19.35882,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.15981,56.67746,56.98428,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.66366,..,..,25.29526,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.2795,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.09415,..,..,..,..,..,..,..,14.64133,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Sweden,SWE,37.03856,37.74959,40.60499,42.00599,42.432,43.04766,..,..,..,..,..,..,..,..,44.97308,44.78444,44.50802,44.26279,41.52567,41.35116,41.18105,41.08776,40.99804,33.44664,33.36965,33.29432,33.10047,32.97839,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.07464,47.10014,46.23466,46.1658,..,52.15882,51.41022,50.69609,..,49.11109,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,4.12933,..,..,..,..,7.69496,7.65249,8.61452,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,60.43818,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.10402,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,0.28227,..,..,..,..,..,..,..,..,..,0.46274,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.0079,..,7.9952,..,..,..,12.4497,..,..,10.7933,..,..,11.89271,..,12.44659,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.08815,..,1.49974,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.12173,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.32602,14.4891,..,42.60937,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.73737,10.01084,10.50244,10.82388,12.15031,12.63872,13.79581,14.46959,14.82291,14.3778,15.04525,15.41991,15.48709,15.87691,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Turkmenistan,TKM,..,..,..,..,..,46.09854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Uganda,UGA,..,0.45604,..,..,..,..,..,..,..,..,..,..,0.79271,..,..,..,..,..,1.75751,..,1.60998,..,0.79566,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,31.10623,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.68898,..,..,..,..,..,..,..,..,..,..,..,15.3793,13.07075,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.19185,50.52098,52.66894,40.16686,27.33122,27.02666,..,..,24.4616,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,United States,USA,..,..,..,..,46.81118,..,..,..,..,..,..,..,..,..,50.05921,49.43142,48.8585,..,48.78573,47.97969,47.76093,47.51506,46.91442,46.4593,45.98511,45.32604,44.97643,..,43.71457,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,24.74554,..,..,15.54716,..,13.15425,13.56239,13.29657,17.10869,17.90698,16.65435,17.19287,17.54984,17.28066,17.83884,18.06759,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.85678,39.67802,39.47423,32.45646,..,34.70277,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.64045,26.68919,27.61582,27.97715,..,37.81666,..,..,..,24.11555,25.4143,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.33617,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.30193,..,12.31808,12.40435,12.75127,13.08076,13.15028,12.67368,13.29333,15.47982,14.74034,15.63211,16.40293,..,16.45995,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Zambia,ZMB,8.55201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, female",UIS.EA.3.AG25T99.F,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,0.56946,..,..,..,..,..,..,..,..,..,1.35334,..,1.47717,..,..,1.65153,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
