Series,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Peru,PER,..,..,..,23.7525,..,..,..,..,..,..,..,..,..,..,14.46012,5.22305,4.72569,4.95405,5.4659,5.21077,5.57229,5.34265,5.11642,5.33507,5.64723,5.68315,..,..,5.57898,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Philippines,PHL,25.3,..,..,..,..,..,..,..,..,..,14.20754,..,..,..,12.39758,..,..,..,..,..,10.6008,..,..,10.99461,..,..,..,38.86909,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0723,0.07659,0.08702,0.12043,0.16242,0.22137,0.23383,..,0.31108,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Portugal,PRT,..,12.9359,..,..,..,..,..,..,7.57293,7.75649,8.34275,8.58194,8.75234,9.12432,10.08121,10.48797,10.91664,11.7006,13.23818,14.11505,14.08631,15.80158,15.77254,15.3431,14.8061,15.3775,15.55994,15.00258,14.75351,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,6.65003,..,..,..,..,22.25646,22.52426,22.22467,21.32744,..,..,9.30968,8.96196,..,..,..,..,7.01784,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.65481,..,..,9.4319,8.54053,8.29502,6.30204,8.8529,10.02307,14.6732,12.88469,..,14.74498,15.66689,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Romania,ROU,..,..,58.39752,..,..,..,..,..,..,..,..,..,29.12967,..,..,..,..,24.33574,24.4455,25.30417,26.05222,26.15999,25.88626,25.73254,28.25689,27.12862,25.8866,25.28849,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,7.62943,..,..,..,..,..,..,..,8.54899,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.91421,..,2.77833,..,..,..,2.75806,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.74466,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,8.29153,..,..,..,10.71006,..,..,..,..,..,..,..,..,14.72356,..,..,..,12.18305,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.78274,..,..,..,..,3.9314,..,4.37399,..,..,..,5.25077,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,34.43198,..,..,..,..,..,24.5149,24.03403,24.47354,19.02888,..,21.19829,19.3619058030198,19.44264,19.88134,20.07472,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,23.97522,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Singapore,SGP,23.86338,..,..,..,..,35.07606,..,..,..,..,..,..,..,..,..,10.65594,11.72641,11.64567,10.68575,10.62662,10.19221,9.47205,9.18666,8.75252,8.45635,7.86117,8.43316,8.20236,7.52516,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Slovak Republic,SVK,..,44.1,..,..,..,..,..,..,..,..,..,55.99881,..,..,..,..,..,..,..,..,..,19.02871,18.50913,17.78875,18.11807,16.51403,16.15335,15.89149,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Slovenia,SVN,..,35,..,..,..,..,..,..,..,..,..,..,..,..,31.96647,25.74676,24.57293,24.51108,24.02932,22.56809,21.68198,21.63121,21.2533,20.60683,21.51899,20.6146,19.69638,18.8367,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,28.24684,14.09923,14.32238,14.19087,14.19443,14.77553,15.41489,13.66972,14.3956,14.05934,13.6879,13.63548,..,12.11714,12.42901,..,10.63934,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.58611,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Spain,ESP,..,22.95322,..,..,..,..,..,..,..,..,..,..,..,..,20.38769,20.2472,20.64018,20.77991,21.04254,21.22503,21.30328,21.40906,21.98348,..,24.38218,24.82806,24.88961,..,24.95469,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,16.91205,..,..,..,..,..,..,42.79623,42.54966,..,..,..,..,..,..,17.7862,17.72363,17.7048,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,St. Lucia,LCA,..,23.22985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.63238,..,..,6.02719,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.43061,..,..,..,..,..,..,..,31.23541,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Sweden,SWE,11.72905,11.84748,11.41831,10.88045,10.7696,10.73093,..,..,..,..,..,..,..,..,9.06789,8.93019,8.80418,8.69552,8.43134,8.36245,8.29733,8.19995,8.10512,15.42029,15.27944,15.1253,14.97784,14.77896,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.12251,17.29922,17.3143,16.35641,..,15.74985,15.05857,15.67295,..,13.98192,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,18.82826,..,..,..,..,10.8491,9.63418,10.10374,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,16.29797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.19048,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,3.21472,..,..,..,..,..,..,..,..,..,6.28736,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.45105,..,7.90082,..,..,..,9.9276,..,..,10.61555,..,..,10.6478,..,11.02165,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.79032,..,5.16247,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Tonga,TON,..,..,..,..,..,..,66.21144,..,..,..,..,..,..,..,..,..,46.30857,..,..,..,..,32.46443,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Trinidad and Tobago,TTO,33.1256,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.94201,3.0536,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.46067,..,21.96514,22.58377,22.48733,..,..,..,24.54094,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.15196,5.29439,5.478,5.47499,5.63795,6.05013,11.65114,13.264,13.71682,14.25239,15.43104,15.02044,17.12532,17.84467,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Turkmenistan,TKM,..,..,..,..,..,14.96106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Tuvalu,TUV,..,13.19797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Uganda,UGA,..,5.54096,..,..,..,..,..,..,..,..,..,..,3.19697,..,..,..,..,..,14.36038,..,14.8858,..,10.42947,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,14.4146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.0089,..,..,..,..,..,..,..,..,..,..,..,11.5144,12.71145,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.04467,15.19774,15.26643,10.91078,22.66189,21.59516,..,..,17.85979,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.45982,8.44405,8.08468,..,7.48332,7.5795,7.27383,6.99765,7.10628,6.7676,6.57102,6.71944,6.10567,..,5.91676,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Uruguay,URY,..,..,..,..,..,..,31.87929,..,..,..,..,..,..,23.59638,..,..,21.59854,..,22.46038,20.34358,20.87137,23.03876,23.50562,23.20471,23.35816,23.7044,24.72221,24.38029,25.04672,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.10187,9.67594,9.55947,8.85096,..,4.57936,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Venezuela, RB",VEN,12.09888,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.06369,10.46575,10.54586,10.06428,..,..,..,..,..,12.29469,11.32521,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.99513,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.96818,..,15.51148,17.061,17.07985,16.42098,17.15275,17.80072,18.24821,18.79128,19.7474,20.25803,20.44869,..,20.33878,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Zambia,ZMB,4.16079,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, female",UIS.EA.2.AG25T99.F,Zimbabwe,ZWE,..,..,13.14208,..,..,..,..,..,..,..,..,..,30.76205,..,..,..,..,..,..,..,..,..,45.18606,..,40.42934,..,..,50.43397,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
